 Loan Number ,Disbursement Date,Loan Term,Loan Amount,Closing Balance,Interest Rate,Admin Fee,Credit Insurance Fee,Loan Type
"100,120,704,000,181",03/04/2023,8,2210,0.26,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,182",04/04/2023,6,300,208.78,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,183",04/04/2023,6,200,-81.9,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,184",04/04/2023,6,2200,-901.09,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,185",05/04/2023,5,2500,-1920.07,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,186",14/04/2023,6,699.24,-281.31,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,187",12/04/2023,6,1220,-492.55,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,188",13/04/2023,6,2500,-1004.88,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,189",13/04/2023,6,700,-136.5,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,190",06/04/2023,9,1000,-167.04,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,191",13/04/2023,6,500,-198.38,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,192",12/04/2023,9,1300,-619.01,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,193",17/04/2023,6,469.84,-188.01,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,194",20/04/2023,6,1200,-228.57,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,195",24/04/2023,6,300,-116.31,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,196",24/04/2023,6,450,-260.44,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,197",27/04/2023,2,125.73,-137.05,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,198",28/04/2023,2,125.73,-136.8,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,199",20/04/2023,5,1135.99,-0.02,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,200",26/04/2023,2,183.08,-99.95,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,201",02/05/2023,9,1372,-1182.1,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,202",05/05/2023,2,180,-204.24,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,203",04/05/2023,6,221,-84.92,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,204",04/05/2023,6,1158,-693.5,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,205",03/05/2023,6,699.25,-419.52,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,206",03/05/2023,6,1300,-1543.88,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,207",03/05/2023,6,221,50.01,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,208",03/05/2023,6,670,-256.88,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,209",09/05/2023,6,600,-356.15,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,210",05/05/2023,6,236.02,-49.6,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,211",09/05/2023,9,450,-376.21,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,212",05/05/2023,9,680,-688,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,213",10/05/2023,6,442,-168.06,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,214",09/05/2023,6,1000,-593.54,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,215",09/05/2023,1,119,-130.58,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,216",10/05/2023,9,850,-849.68,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,217",09/05/2023,9,1270,-1272.61,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,218",18/05/2023,6,442,-167.45,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,219",15/05/2023,9,4300,-4544.39,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,220",16/05/2023,9,850,-277.52,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,221",19/05/2023,6,2500,-1457.66,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,222",23/05/2023,6,497,-287.72,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,223",23/05/2023,6,314,-45.68,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,224",24/05/2023,6,600,-121.87,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,225",24/05/2023,6,3000,-1733.64,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,226",26/05/2023,5,429.3,-502.72,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,227",30/05/2023,6,1387.45,-793.23,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,228",31/05/2023,6,1300,-1002.72,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,229",02/06/2023,6,856,-667.63,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,230",01/06/2023,6,400,-312.52,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,231",01/06/2023,6,800,-625.08,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,232",01/06/2023,6,1200,-937.6,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,233",01/06/2023,6,315,-0.01,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,234",05/06/2023,6,813.94,36.36,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,235",05/06/2023,9,1091,0,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,236",07/06/2023,6,750,-579.57,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,237",14/06/2023,6,1200,-916.1,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,238",07/06/2023,6,4760,-4831.88,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,239",14/06/2023,6,1000,-763.41,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,240",14/06/2023,6,1500,-1145.1,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,241",15/06/2023,9,573.51,-625.89,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,242",19/06/2023,6,1300,-983.62,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,243",19/06/2023,6,3000,-2269.87,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,244",28/06/2023,6,860,-639.64,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,245",22/06/2023,6,687,-517.05,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,246",23/06/2023,6,850,-638.56,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,247",28/06/2023,9,850,-764.4,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,248",28/06/2023,9,400,-422.6,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,249",28/06/2023,6,1000,-540.62,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,250",08/06/2023,9,2340,-2207.23,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,251",30/06/2023,9,1100,-806.72,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,252",19/06/2023,9,1772,-1301.2,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,253",19/06/2023,9,1385,-1017.01,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,254",19/06/2023,9,1820,-1377.6,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,255",19/06/2023,9,925,-699.95,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,256",19/06/2023,9,1500,-1101.32,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,257",04/07/2023,6,1000,-947.49,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,258",04/07/2023,6,250,-236.87,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,259",05/07/2023,9,360,-378.95,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,260",10/07/2023,6,650,-609.3,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,261",07/07/2023,6,710,-669.12,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,262",03/07/2023,6,568.05,-539.19,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,263",12/07/2023,6,450,-420.33,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,264",10/07/2023,9,700,-728.04,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,265",07/07/2023,6,500,-471.23,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,266",14/07/2023,6,505,-470.02,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,267",14/07/2023,6,600,-558.44,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,268",07/07/2023,9,600,-728.68,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,269",06/07/2023,9,150,-107.6,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,270",06/07/2023,9,850,-898.78,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,271",14/07/2023,9,1500,-1791.22,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,272",10/07/2023,6,300,-281.22,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,273",11/07/2023,6,450,-421.08,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,274",07/07/2023,9,1750,-1833.31,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,275",17/07/2023,9,1000,-1185.53,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,276",10/07/2023,6,200,-187.48,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,277",27/07/2023,6,700,-636.56,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,278",26/07/2023,6,625,-569.39,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,279",24/07/2023,9,2648,-1536.78,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,280",18/07/2023,6,900,-831.7,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,281",25/07/2023,6,1450,-1323.32,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,282",28/07/2023,6,3119,-2960.6,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,283",18/07/2023,9,1400,-1655.75,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,284",18/07/2023,9,1700,-1734.31,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,285",25/07/2023,6,800,-566.39,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,286",25/07/2023,6,800,-566.39,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,287",28/07/2023,6,400,-133.1,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,288",27/07/2023,9,1000,-998.3,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,289",05/06/2023,9,1091,-992.87,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,290",04/08/2023,6,1300,-1127.67,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,291",04/08/2023,9,460,-541.83,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,292",02/08/2023,9,5500,-6430.41,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,293",08/08/2023,6,1000,-924.45,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,294",08/08/2023,9,669,-779.02,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,295",02/08/2023,8,584,-691.86,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,296",03/08/2023,9,1000,-1181.3,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,297",07/08/2023,6,505.53,-590.36,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,298",07/08/2023,9,850,-992.63,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,299",09/08/2023,9,2000,-2322.22,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,300",09/08/2023,9,600,-696.66,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,301",09/08/2023,6,800,-738.88,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,302",11/08/2023,6,500,-577.22,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,303",09/08/2023,6,600,-696.66,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,304",25/08/2023,9,679.61,-753.66,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,305",24/08/2023,9,700,-778.5,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,306",31/08/2023,6,400,-346,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,307",28/08/2023,6,512.52,-563.48,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,308",25/08/2023,9,2500,-2772.38,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,309",25/08/2023,9,2000,-2217.9,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,310",25/08/2023,9,568.21,-630.11,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,311",30/08/2023,6,220,-190.49,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,312",31/08/2023,6,400,-346,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,313",29/08/2023,9,413,-452.76,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,314",30/08/2023,1,1150,0.01,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,315",29/08/2023,9,679,-744.38,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,316",04/09/2023,6,234.04,-234.04,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,317",01/09/2023,9,700,-700,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,318",01/09/2023,9,1980,-1980,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,319",01/09/2023,6,1103,-1198.82,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,320",06/09/2023,6,1000,-1071.37,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,321",01/09/2023,6,337,-366.27,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,322",07/09/2023,9,1013.79,-1013.79,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,323",06/09/2023,9,1500,-1500,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,324",06/09/2023,9,550,-550,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,325",06/09/2023,6,1300,-1300,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,326",11/09/2023,6,331,-331,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,327",12/09/2023,6,221,-221,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,328",08/09/2023,6,1000,-1065.23,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,329",11/09/2023,9,1200,-1200,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,330",12/09/2023,9,10000,-10000,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,331",12/09/2023,9,331,-331,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,332",12/09/2023,9,512.53,-512.53,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,333",12/09/2023,9,1000,-1000,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,334",04/09/2023,6,846.7,-846.7,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,335",07/09/2023,9,234.04,-234.04,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,336",12/09/2023,6,1126,-1126,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,337",15/09/2023,6,166,-166,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,338",19/09/2023,12,3500,-3500,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,339",19/09/2023,12,3000,-3000,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,340",20/09/2023,12,3000,-3000,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,341",20/09/2023,12,3000,-3000,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,342",18/09/2023,9,800,-800,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,343",20/09/2023,12,2000,-2000,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,344",20/09/2023,12,3000,-3000,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,345",19/09/2023,12,3200,-3200,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,346",19/09/2023,12,4000,-4000,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,347",19/09/2023,12,4000,-4000,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,348",15/09/2023,4,221,-221,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,349",15/09/2023,6,412.48,-412.48,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,350",20/09/2023,6,434.5,-434.5,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,351",21/09/2023,9,512.52,-512.52,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,352",21/09/2023,9,679.61,-679.61,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,353",21/09/2023,9,512.52,-512.52,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,354",21/09/2023,9,623.91,-623.91,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,355",21/09/2023,9,512.52,-512.52,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,356",21/09/2023,9,400,-400,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,357",26/09/2023,7,679,-679,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,358",29/09/2023,3,175.76,-175.76,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,359",28/09/2023,9,234.04,-234.04,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,360",28/09/2023,9,456.82,-456.82,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,361",29/09/2023,3,251.95,-251.95,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,362",28/09/2023,9,600,-600,0.09,0.0683,0.017,CONSUMER
"100,120,704,000,363",01/09/2023,9,1000,-920.87,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,039",10/02/2022,6,500,0.32,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,040",18/02/2022,2,5247,0.09,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,041",22/02/2022,6,1400,5.09,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,042",06/04/2022,1,1500,0,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,043",03/06/2022,1,125.65,0.09,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,044",06/06/2022,6,300,0,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,045",08/07/2022,6,560,-0.89,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,046",01/09/2022,6,1500,0.53,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,047",10/02/2023,9,3600,0,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,048",28/02/2023,12,3000,-1878.67,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,049",07/03/2023,9,1000,-0.17,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,050",30/03/2023,9,3831.78,0.36,0.09,0.0683,0.017,CONSUMER
"100,120,544,000,002",08/02/2019,4,1511.64,4.52,0.09,0.0683,0.017,CONSUMER
"100,120,544,000,003",08/02/2019,4,2519.4,4.22,0.09,0.0683,0.017,CONSUMER
"100,120,544,000,004",14/02/2019,4,2519.4,105.66,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,001",04/02/2019,5,1007.76,4.83,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,002",04/02/2019,5,503.88,4.88,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,003",06/02/2019,4,201.55,0,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,004",07/02/2019,4,201.55,-0.22,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,005",07/02/2019,4,251.94,-5.28,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,006",08/02/2019,4,201.55,-0.01,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,007",12/02/2019,4,1209.31,-7.99,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,008",12/02/2019,4,352.72,-5.55,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,009",14/02/2019,3,251.94,0.43,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,010",19/02/2019,3,221.71,0.07,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,011",04/03/2019,3,151.16,0.43,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,012",04/03/2019,3,151.16,-2.57,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,019",10/05/2019,3,302.33,0.36,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,020",09/05/2019,4,201.55,8.73,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,021",30/05/2019,3,201.55,0.69,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,023",06/05/2019,6,2821.73,-1.66,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,025",24/06/2019,6,1082.25,0.03,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,026",20/06/2019,6,251.94,0.87,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,027",18/06/2019,6,201.55,0.07,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,028",07/06/2019,3,5038.8,0,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,029",07/06/2019,3,2519.4,-273.3,0.09,0.0683,0.017,CONSUMER
"100,120,668,000,030",07/06/2019,3,2519.4,125.99,0.09,0.0683,0.017,CONSUMER
"100,120,672,000,001",05/06/2019,6,1209.31,14.4,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,001",30/06/2020,6,10000,7,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,002",30/06/2020,6,2500,6.52,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,003",02/07/2020,6,4000,0.34,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,004",01/07/2020,6,3000,0.08,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,005",09/07/2020,6,3500,2.43,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,006",23/07/2020,12,20000,0.71,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,007",27/07/2020,6,533.1,0.9,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,008",24/08/2020,6,3147,0,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,009",19/08/2020,6,3880,0.71,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,010",17/09/2020,6,3182.14,0.28,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,011",24/09/2020,12,5500,0.04,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,012",12/11/2020,5,6200,0,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,013",27/01/2021,6,3500,0,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,014",05/03/2021,6,3136,7.77,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,015",01/03/2021,4,1265,0.13,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,016",13/04/2021,6,3000,0.77,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,017",26/04/2021,6,3000,0.56,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,018",03/05/2021,12,20000,0.77,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,019",14/05/2021,6,2105,0,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,020",04/06/2021,3,900,1.02,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,021",16/06/2021,6,5770,1.64,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,022",06/07/2021,6,472,0.26,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,023",05/08/2021,6,1350,0.11,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,024",19/10/2021,6,5500,-368.52,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,025",19/10/2021,12,5000,0,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,034",04/11/2021,6,12000,0.13,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,035",15/12/2021,1,5247,0.29,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,036",15/12/2021,6,2000,0.59,0.09,0.0683,0.017,CONSUMER
"100,120,680,000,037",20/01/2022,6,500,0.71,0.09,0.0683,0.017,CONSUMER
"100,120,628,000,001",28/01/2019,6,2000,42.43,0.095,0.0683,0.017,SME
"100,120,628,000,002",12/02/2019,6,1485.8,1.65,0.095,0.0683,0.017,SME
"100,120,628,000,003",05/03/2019,6,15000,4.25,0.095,0.0683,0.017,SME
"100,120,628,000,004",06/03/2019,4,1000,0.75,0.095,0.0683,0.017,SME
"100,120,628,000,005",06/03/2019,6,2500,0,0.095,0.0683,0.017,SME
"100,120,628,000,006",06/03/2019,6,3000,0.42,0.095,0.0683,0.017,SME
"100,120,628,000,007",07/03/2019,6,1000,-25.62,0.095,0.0683,0.017,SME
"100,120,628,000,008",13/03/2019,6,3000,0.42,0.095,0.0683,0.017,SME
"100,120,628,000,009",13/03/2019,4,400,0.32,0.095,0.0683,0.017,SME
"100,120,628,000,010",13/03/2019,4,400,-1.68,0.095,0.0683,0.017,SME
"100,120,628,000,011",20/05/2019,4,1000,0.35,0.095,0.0683,0.017,SME
"100,120,628,000,012",30/05/2019,6,10000,0.4,0.095,0.0683,0.017,SME
"100,120,628,000,013",10/09/2019,8,25000,-0.25,0.095,0.0683,0.017,SME
"100,120,628,000,014",20/09/2019,6,12000,0.47,0.095,0.0683,0.017,SME
"100,120,628,000,015",04/10/2019,6,7000,0.37,0.095,0.0683,0.017,SME
"100,120,628,000,016",16/10/2019,6,10000,0,0.095,0.0683,0.017,SME
"100,120,628,000,017",15/10/2019,6,8000,0.15,0.095,0.0683,0.017,SME
"100,120,628,000,018",19/11/2019,1,19030,0.35,0.095,0.0683,0.017,SME
"100,120,628,000,019",26/11/2019,6,6500,90.18,0.095,0.0683,0.017,SME
"100,120,628,000,020",13/11/2019,6,2000,0,0.095,0.0683,0.017,SME
"100,120,628,000,021",12/12/2019,6,2500,0.73,0.095,0.0683,0.017,SME
"100,120,628,000,022",09/12/2019,6,5000,5.48,0.095,0.0683,0.017,SME
"100,120,628,000,023",17/12/2019,6,2706,39.51,0.095,0.0683,0.017,SME
"100,120,628,000,024",18/12/2019,6,500,0.54,0.095,0.0683,0.017,SME
"100,120,628,000,025",17/01/2020,6,5000,12.64,0.095,0.0683,0.017,SME
"100,120,628,000,026",17/01/2020,6,2165,-0.16,0.095,0.0683,0.017,SME
"100,120,628,000,027",21/01/2020,6,2000,0,0.095,0.0683,0.017,SME
"100,120,628,000,028",29/01/2020,6,5000,23.36,0.095,0.0683,0.017,SME
"100,120,628,000,029",16/01/2020,6,5000,-0.36,0.095,0.0683,0.017,SME
"100,120,628,000,030",22/01/2020,6,5000,0.64,0.095,0.0683,0.017,SME
"100,120,628,000,031",29/01/2020,6,10000,0.38,0.095,0.0683,0.017,SME
"100,120,628,000,032",27/01/2020,6,4000,1.12,0.095,0.0683,0.017,SME
"100,120,628,000,033",27/01/2020,6,3000,8.48,0.095,0.0683,0.017,SME
"100,120,628,000,034",27/01/2020,6,3000,6.58,0.095,0.0683,0.017,SME
"100,120,628,000,035",03/02/2020,6,10000,0.36,0.095,0.0683,0.017,SME
"100,120,628,000,036",05/02/2020,6,1000,-120.06,0.095,0.0683,0.017,SME
"100,120,628,000,037",05/02/2020,6,2200,-661.97,0.095,0.0683,0.017,SME
"100,120,628,000,038",06/02/2020,6,3000,0.11,0.095,0.0683,0.017,SME
"100,120,628,000,039",06/02/2020,6,2000,0.09,0.095,0.0683,0.017,SME
"100,120,628,000,040",10/02/2020,6,4000,4.14,0.095,0.0683,0.017,SME
"100,120,628,000,041",14/02/2020,3,2000,0.48,0.095,0.0683,0.017,SME
"100,120,628,000,042",14/02/2020,6,1000,0,0.095,0.0683,0.017,SME
"100,120,628,000,043",17/02/2020,6,2500,0.09,0.095,0.0683,0.017,SME
"100,120,628,000,044",18/02/2020,6,5000,0.89,0.095,0.0683,0.017,SME
"100,120,628,000,045",19/02/2020,6,2000,6.09,0.095,0.0683,0.017,SME
"100,120,628,000,046",04/03/2020,6,2500,-1432.03,0.095,0.0683,0.017,SME
"100,120,628,000,047",06/03/2020,6,4000,-1904.11,0.095,0.0683,0.017,SME
