 Loan Number ,Disbursement Date,Loan Term,Loan Amount,Closing Balance,Interest Rate,Admin Fee,Credit Insurance Fee,Loan Type
"100,120,708,000,317",01/12/2022,6,527.19,-0.03,0.09,0.0683,0.017,SSB
"100,120,708,000,318",01/12/2022,6,355.13,-0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,319",01/12/2022,6,355.13,-0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,320",01/12/2022,6,355.13,-0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,321",01/12/2022,6,469.84,-469.84,0.09,0.0683,0.017,SSB
"100,120,708,000,322",01/12/2022,6,355.31,0.65,0.09,0.0683,0.017,SSB
"100,120,708,000,323",16/12/2022,6,183.08,0,0.09,0.0683,0.017,SSB
"100,120,708,000,324",20/12/2022,6,469.84,0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,325",20/12/2022,6,469.84,0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,326",20/12/2022,6,125.73,0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,327",20/12/2022,6,469.84,0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,328",19/12/2022,6,240.43,3.18,0.09,0.0683,0.017,SSB
"100,120,708,000,329",20/12/2022,6,125.73,0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,330",14/12/2022,6,297.78,-0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,331",14/12/2022,6,297.78,-9.33,0.09,0.0683,0.017,SSB
"100,120,708,000,332",13/12/2022,6,183.08,-0.14,0.09,0.0683,0.017,SSB
"100,120,708,000,333",20/12/2022,6,412.48,0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,334",19/12/2022,6,297.78,0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,335",20/12/2022,6,570.43,0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,336",14/12/2022,6,469.84,-0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,337",20/12/2022,4,183.08,106.45,0.09,0.0683,0.017,SSB
"100,120,708,000,338",20/12/2022,6,125.73,0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,339",20/12/2022,6,469.84,0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,340",19/12/2022,6,355.13,0,0.09,0.0683,0.017,SSB
"100,120,708,000,341",20/12/2022,6,469.84,0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,342",20/12/2022,6,469.84,0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,343",19/12/2022,6,125.73,-0.03,0.09,0.0683,0.017,SSB
"100,120,708,000,344",13/12/2022,6,240.43,0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,345",13/12/2022,6,125.73,0,0.09,0.0683,0.017,SSB
"100,120,708,000,346",13/12/2022,6,527.19,0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,347",20/12/2022,6,469.84,0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,348",13/12/2022,4,240.43,0,0.09,0.0683,0.017,SSB
"100,120,708,000,349",20/12/2022,6,125.73,30.37,0.09,0.0683,0.017,SSB
"100,120,708,000,350",20/12/2022,6,125.73,0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,351",13/12/2022,6,355.13,0,0.09,0.0683,0.017,SSB
"100,120,708,000,352",21/12/2022,6,240.43,0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,353",28/12/2022,6,355.13,0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,354",28/12/2022,6,240.43,0,0.09,0.0683,0.017,SSB
"100,120,708,000,355",28/12/2022,6,469.84,-0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,356",28/12/2022,6,355.13,141.35,0.09,0.0683,0.017,SSB
"100,120,708,000,357",30/12/2022,6,412.48,0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,358",30/12/2022,6,183.08,-0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,359",30/12/2022,6,183.08,-0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,360",30/12/2022,6,527.19,-0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,361",30/12/2022,6,125.73,-0.03,0.09,0.0683,0.017,SSB
"100,120,708,000,362",30/12/2022,6,527.19,-0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,363",13/12/2022,6,469.84,-71.14,0.09,0.0683,0.017,SSB
"100,120,708,000,364",28/12/2022,6,125.73,-0.04,0.09,0.0683,0.017,SSB
"100,120,708,000,365",30/12/2022,6,125.73,-0.03,0.09,0.0683,0.017,SSB
"100,120,708,000,366",23/12/2022,6,183.08,-1.76,0.09,0.0683,0.017,SSB
"100,120,708,000,367",23/12/2022,6,527.19,-7.57,0.09,0.0683,0.017,SSB
"100,120,708,000,368",15/01/2023,6,125.78,0,0.09,0.0683,0.017,SSB
"100,120,708,000,369",19/01/2023,6,469.84,0,0.09,0.0683,0.017,SSB
"100,120,708,000,370",19/01/2023,6,527.19,-0.09,0.09,0.0683,0.017,SSB
"100,120,708,000,371",09/01/2023,6,244.5,0.08,0.09,0.0683,0.017,SSB
"100,120,708,000,372",14/01/2023,6,527.19,-0.1,0.09,0.0683,0.017,SSB
"100,120,708,000,373",03/01/2023,6,240.43,-0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,374",19/01/2023,6,355.13,-0.57,0.09,0.0683,0.017,SSB
"100,120,708,000,375",19/01/2023,6,355.13,-0.57,0.09,0.0683,0.017,SSB
"100,120,708,000,376",19/01/2023,6,355.13,-0.86,0.09,0.0683,0.017,SSB
"100,120,708,000,377",19/01/2023,6,240,-0.05,0.09,0.0683,0.017,SSB
"100,120,708,000,378",19/01/2023,6,240.43,-0.05,0.09,0.0683,0.017,SSB
"100,120,708,000,379",03/01/2023,6,469.84,0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,380",03/01/2023,6,355.13,-0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,381",03/01/2023,6,183.08,0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,382",03/01/2023,6,412.48,0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,383",04/01/2023,6,469.84,0.05,0.09,0.0683,0.017,SSB
"100,120,708,000,384",05/01/2023,6,313,126.25,0.09,0.0683,0.017,SSB
"100,120,708,000,385",19/01/2023,6,355.13,-0.57,0.09,0.0683,0.017,SSB
"100,120,708,000,386",02/01/2023,6,355.13,-0.64,0.09,0.0683,0.017,SSB
"100,120,708,000,387",03/01/2023,3,125.73,12.84,0.09,0.0683,0.017,SSB
"100,120,708,000,388",18/01/2023,6,240.43,-295.24,0.09,0.0683,0.017,SSB
"100,120,708,000,389",08/01/2023,6,412.48,0,0.09,0.0683,0.017,SSB
"100,120,708,000,390",18/01/2023,6,469.84,0,0.09,0.0683,0.017,SSB
"100,120,708,000,391",18/01/2023,6,355.13,-2.23,0.09,0.0683,0.017,SSB
"100,120,708,000,392",19/01/2023,6,240.43,-0.05,0.09,0.0683,0.017,SSB
"100,120,708,000,393",19/01/2023,6,412.48,-0.11,0.09,0.0683,0.017,SSB
"100,120,708,000,394",17/01/2023,6,412.48,-1.93,0.09,0.0683,0.017,SSB
"100,120,708,000,395",03/01/2023,6,527.19,0,0.09,0.0683,0.017,SSB
"100,120,708,000,396",18/01/2023,6,297.78,-1.36,0.09,0.0683,0.017,SSB
"100,120,708,000,397",19/01/2023,6,412.48,-0.64,0.09,0.0683,0.017,SSB
"100,120,708,000,398",25/11/2022,6,125.73,-0.03,0.09,0.0683,0.017,SSB
"100,120,708,000,399",19/01/2023,6,183.08,-0.22,0.09,0.0683,0.017,SSB
"100,120,708,000,400",21/12/2022,6,469.84,-0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,401",21/12/2022,6,469.84,-0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,402",21/12/2022,6,469.84,-0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,403",22/01/2023,6,297.78,-0.07,0.09,0.0683,0.017,SSB
"100,120,708,000,404",25/01/2023,6,240.43,-1.11,0.09,0.0683,0.017,SSB
"100,120,708,000,405",25/01/2023,6,240.43,-0.03,0.09,0.0683,0.017,SSB
"100,120,708,000,406",25/01/2023,6,183.08,73.98,0.09,0.0683,0.017,SSB
"100,120,708,000,407",26/01/2023,6,355.13,-0.03,0.09,0.0683,0.017,SSB
"100,120,708,000,408",25/01/2023,4,183.08,123.48,0.09,0.0683,0.017,SSB
"100,120,708,000,409",25/01/2023,6,355.13,-0.07,0.09,0.0683,0.017,SSB
"100,120,708,000,410",25/01/2023,6,390,-0.11,0.09,0.0683,0.017,SSB
"100,120,708,000,411",25/01/2023,6,355.13,141.93,0.09,0.0683,0.017,SSB
"100,120,708,000,412",26/01/2023,6,469.84,-0.1,0.09,0.0683,0.017,SSB
"100,120,708,000,413",25/01/2023,6,355.13,0,0.09,0.0683,0.017,SSB
"100,120,708,000,414",23/01/2023,6,125.73,-0.38,0.09,0.0683,0.017,SSB
"100,120,708,000,415",20/01/2023,6,469.84,-2.14,0.09,0.0683,0.017,SSB
"100,120,708,000,416",26/01/2023,6,469.84,-1.08,0.09,0.0683,0.017,SSB
"100,120,708,000,417",25/01/2023,6,240.43,-1.59,0.09,0.0683,0.017,SSB
"100,120,708,000,418",23/01/2023,6,355.13,-0.27,0.09,0.0683,0.017,SSB
"100,120,708,000,419",30/01/2023,6,183.08,-0.81,0.09,0.0683,0.017,SSB
"100,120,708,000,420",30/01/2023,6,412.48,-1.87,0.09,0.0683,0.017,SSB
"100,120,708,000,421",30/01/2023,6,125.73,-0.59,0.09,0.0683,0.017,SSB
"100,120,708,000,422",30/01/2023,6,469.84,-2.11,0.09,0.0683,0.017,SSB
"100,120,708,000,423",30/01/2023,6,469.84,-2.11,0.09,0.0683,0.017,SSB
"100,120,708,000,424",30/01/2023,6,527.19,-2.39,0.09,0.0683,0.017,SSB
"100,120,708,000,425",27/01/2023,6,355.13,-1.58,0.09,0.0683,0.017,SSB
"100,120,708,000,426",27/01/2023,6,297.95,-1.56,0.09,0.0683,0.017,SSB
"100,120,708,000,427",26/01/2023,6,469.84,-2.14,0.09,0.0683,0.017,SSB
"100,120,708,000,428",23/01/2023,6,240.43,167.75,0.09,0.0683,0.017,SSB
"100,120,708,000,429",01/02/2023,6,469.84,-2.15,0.09,0.0683,0.017,SSB
"100,120,708,000,430",17/02/2023,6,355.13,-0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,431",01/02/2023,6,469.84,-2.15,0.09,0.0683,0.017,SSB
"100,120,708,000,432",17/02/2023,6,412.48,-0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,433",17/02/2023,6,412.48,-0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,434",16/02/2023,5,179.77,0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,435",22/02/2023,6,123.52,0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,436",22/02/2023,3,179.77,0,0.09,0.0683,0.017,SSB
"100,120,708,000,437",22/02/2023,3,236.02,0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,438",01/02/2023,6,240.43,-1.09,0.09,0.0683,0.017,SSB
"100,120,708,000,439",17/02/2023,6,412.48,-0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,440",03/02/2023,6,527.19,-0.12,0.09,0.0683,0.017,SSB
"100,120,708,000,441",15/02/2023,6,461.01,52.63,0.09,0.0683,0.017,SSB
"100,120,708,000,442",20/02/2023,6,461.01,57.66,0.09,0.0683,0.017,SSB
"100,120,708,000,443",23/02/2023,6,236.02,-0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,444",20/02/2023,6,123.52,0.03,0.09,0.0683,0.017,SSB
"100,120,708,000,445",23/02/2023,6,236.02,-0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,446",23/02/2023,9,629.76,-280.61,0.09,0.0683,0.017,SSB
"100,120,708,000,447",24/02/2023,6,355.13,-0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,448",27/02/2023,9,179.77,-81.19,0.09,0.0683,0.017,SSB
"100,120,708,000,449",27/02/2023,9,236.02,-104.15,0.09,0.0683,0.017,SSB
"100,120,708,000,450",22/02/2023,9,573.51,-91.71,0.09,0.0683,0.017,SSB
"100,120,708,000,451",23/02/2023,9,573.51,-255.54,0.09,0.0683,0.017,SSB
"100,120,708,000,452",23/02/2023,9,461.01,-205.4,0.09,0.0683,0.017,SSB
"100,120,708,000,453",16/02/2023,9,573.51,-259.86,0.09,0.0683,0.017,SSB
"100,120,708,000,454",23/02/2023,9,573.51,-255.54,0.09,0.0683,0.017,SSB
"100,120,708,000,455",16/02/2023,9,292.27,-182.06,0.09,0.0683,0.017,SSB
"100,120,708,000,456",16/02/2023,9,461.01,-208.89,0.09,0.0683,0.017,SSB
"100,120,708,000,457",16/02/2023,9,404.76,-23.65,0.09,0.0683,0.017,SSB
"100,120,708,000,458",01/02/2023,12,461.01,-465.3,0.09,0.0683,0.017,SSB
"100,120,708,000,459",21/02/2023,9,573.31,-91.72,0.09,0.0683,0.017,SSB
"100,120,708,000,460",22/02/2023,9,461.01,-73.7,0.09,0.0683,0.017,SSB
"100,120,708,000,461",23/02/2023,9,348.52,-125.2,0.09,0.0683,0.017,SSB
"100,120,708,000,462",22/02/2023,9,404.76,-180.78,0.09,0.0683,0.017,SSB
"100,120,708,000,463",22/02/2023,9,461.01,0.02,0.09,0.0683,0.017,SSB
"100,120,708,000,464",22/02/2023,9,629.76,-281.23,0.09,0.0683,0.017,SSB
"100,120,708,000,465",22/02/2023,9,179.77,0,0.09,0.0683,0.017,SSB
"100,120,708,000,466",22/02/2023,9,686,15.71,0.09,0.0683,0.017,SSB
"100,120,708,000,467",21/02/2023,9,355.13,-158.96,0.09,0.0683,0.017,SSB
"100,120,708,000,468",22/02/2023,9,573.51,0,0.09,0.0683,0.017,SSB
"100,120,708,000,469",22/02/2023,9,292.27,-130.52,0.09,0.0683,0.017,SSB
"100,120,708,000,470",16/02/2023,9,573.51,0,0.09,0.0683,0.017,SSB
"100,120,708,000,471",16/02/2023,9,573.51,-259.86,0.09,0.0683,0.017,SSB
"100,120,708,000,472",16/02/2023,9,573.51,-259.86,0.09,0.0683,0.017,SSB
"100,120,708,000,473",16/02/2023,9,573.51,0.88,0.09,0.0683,0.017,SSB
"100,120,708,000,474",23/02/2023,9,236.02,-105.17,0.09,0.0683,0.017,SSB
"100,120,708,000,475",23/02/2023,9,573.51,-255.54,0.09,0.0683,0.017,SSB
"100,120,708,000,476",22/02/2023,9,517.26,-230.99,0.09,0.0683,0.017,SSB
"100,120,708,000,477",28/02/2023,9,461.01,-202.92,0.09,0.0683,0.017,SSB
"100,120,708,000,478",27/02/2023,9,292.27,-127.74,0.09,0.0683,0.017,SSB
"100,120,708,000,479",27/02/2023,9,348.52,-153.23,0.09,0.0683,0.017,SSB
"100,120,708,000,480",27/02/2023,9,461.01,-203.14,0.09,0.0683,0.017,SSB
"100,120,708,000,481",26/02/2023,9,236.02,-104.35,0.09,0.0683,0.017,SSB
"100,120,708,000,482",27/02/2023,9,573.51,-252.5,0.09,0.0683,0.017,SSB
"100,120,708,000,483",27/02/2023,9,573.51,-90.27,0.09,0.0683,0.017,SSB
"100,120,708,000,484",26/02/2023,9,292.27,-46.08,0.09,0.0683,0.017,SSB
"100,120,708,000,485",27/02/2023,9,573.51,-252.74,0.09,0.0683,0.017,SSB
"100,120,708,000,486",27/02/2023,9,573.51,-252.74,0.09,0.0683,0.017,SSB
"100,120,708,000,487",26/02/2023,9,236.02,-37.21,0.09,0.0683,0.017,SSB
"100,120,708,000,488",26/02/2023,9,292.27,-129.32,0.09,0.0683,0.017,SSB
"100,120,708,000,489",28/02/2023,9,517.26,-225.41,0.09,0.0683,0.017,SSB
"100,120,708,000,490",27/02/2023,9,629.76,-19.4,0.09,0.0683,0.017,SSB
"100,120,708,000,491",28/02/2023,9,573.51,-250.8,0.09,0.0683,0.017,SSB
"100,120,708,000,492",28/02/2023,6,292.27,1.42,0.09,0.0683,0.017,SSB
"100,120,708,000,493",27/02/2023,9,517.26,-227.42,0.09,0.0683,0.017,SSB
"100,120,708,000,494",01/03/2023,9,573.51,-250.64,0.09,0.0683,0.017,SSB
"100,120,708,000,495",26/02/2023,9,236.02,0,0.09,0.0683,0.017,SSB
"100,120,708,000,496",01/02/2023,9,504,77.99,0.09,0.0683,0.017,SSB
"100,120,708,000,497",01/03/2023,3,236,0.33,0.09,0.0683,0.017,SSB
"100,120,708,000,498",21/03/2023,9,517.26,-26.09,0.09,0.0683,0.017,SSB
"100,120,708,000,499",21/03/2023,9,629.76,-365.24,0.09,0.0683,0.017,SSB
"100,120,708,000,500",21/03/2023,9,686,-397.85,0.09,0.0683,0.017,SSB
"100,120,708,000,501",21/03/2023,9,320,-185.58,0.09,0.0683,0.017,SSB
"100,120,708,000,502",21/03/2023,9,573.51,-332.55,0.09,0.0683,0.017,SSB
"100,120,708,000,503",23/03/2023,9,686,0.03,0.09,0.0683,0.017,SSB
"100,120,708,000,504",21/03/2023,9,179.77,-191.23,0.09,0.0683,0.017,SSB
"100,120,708,000,505",21/03/2023,9,629.76,-365.24,0.09,0.0683,0.017,SSB
"100,120,708,000,506",23/03/2023,9,686,-395.93,0.09,0.0683,0.017,SSB
"100,120,708,000,507",21/03/2023,6,123.52,-24.73,0.09,0.0683,0.017,SSB
"100,120,708,000,508",23/03/2023,6,123.52,-1.34,0.09,0.0683,0.017,SSB
"100,120,708,000,509",23/03/2023,9,348.52,-368.97,0.09,0.0683,0.017,SSB
"100,120,708,000,510",21/03/2023,9,292.27,-47.16,0.09,0.0683,0.017,SSB
"100,120,708,000,511",21/03/2023,9,514,-298.11,0.09,0.0683,0.017,SSB
"100,120,708,000,512",16/03/2023,6,355.13,-73.16,0.09,0.0683,0.017,SSB
"100,120,708,000,513",21/03/2023,9,573.51,-425.05,0.09,0.0683,0.017,SSB
"100,120,708,000,514",21/03/2023,9,292.27,-169.43,0.09,0.0683,0.017,SSB
"100,120,708,000,515",21/03/2023,9,517.26,-300.04,0.09,0.0683,0.017,SSB
"100,120,708,000,516",21/03/2023,9,573.51,-332.55,0.09,0.0683,0.017,SSB
"100,120,708,000,517",21/03/2023,9,573.51,-332.55,0.09,0.0683,0.017,SSB
"100,120,708,000,518",21/03/2023,9,573.51,-332.55,0.09,0.0683,0.017,SSB
"100,120,708,000,519",21/03/2023,9,236.02,-136.69,0.09,0.0683,0.017,SSB
"100,120,708,000,520",17/03/2023,6,183.08,-37.65,0.09,0.0683,0.017,SSB
"100,120,708,000,521",20/03/2023,9,123.52,-71.9,0.09,0.0683,0.017,SSB
"100,120,708,000,522",21/03/2023,9,573.51,-332.55,0.09,0.0683,0.017,SSB
"100,120,708,000,523",23/03/2023,9,236.02,-136.22,0.09,0.0683,0.017,SSB
"100,120,708,000,524",24/03/2023,9,517.26,-297.85,0.09,0.0683,0.017,SSB
"100,120,708,000,525",24/03/2023,9,573.51,-91.82,0.09,0.0683,0.017,SSB
"100,120,708,000,526",24/03/2023,9,404.76,-233.07,0.09,0.0683,0.017,SSB
"100,120,708,000,527",24/03/2023,9,573.51,-330.23,0.09,0.0683,0.017,SSB
"100,120,708,000,528",24/03/2023,9,236.02,-135.89,0.09,0.0683,0.017,SSB
"100,120,708,000,529",27/03/2023,9,686,-392.02,0.09,0.0683,0.017,SSB
"100,120,708,000,530",24/03/2023,9,573.51,-330.23,0.09,0.0683,0.017,SSB
"100,120,708,000,531",24/03/2023,9,573.51,-330.23,0.09,0.0683,0.017,SSB
"100,120,708,000,532",24/03/2023,9,573.51,0,0.09,0.0683,0.017,SSB
"100,120,708,000,533",24/03/2023,9,461.01,-265.43,0.09,0.0683,0.017,SSB
"100,120,708,000,534",23/03/2023,9,348.52,-0.01,0.09,0.0683,0.017,SSB
"100,120,708,000,535",24/03/2023,6,236.02,-49.19,0.09,0.0683,0.017,SSB
"100,120,708,000,536",23/03/2023,6,292.27,-59.47,0.09,0.0683,0.017,SSB
"100,120,708,000,537",21/03/2023,9,292.27,-169.53,0.09,0.0683,0.017,SSB
"100,120,708,000,538",21/03/2023,9,573.71,-332.82,0.09,0.0683,0.017,SSB
"100,120,708,000,539",21/03/2023,6,236.02,-48.19,0.09,0.0683,0.017,SSB
"100,120,708,000,540",24/03/2023,9,236.02,-135.89,0.09,0.0683,0.017,SSB
"100,120,708,000,541",24/03/2023,9,348.52,-55.78,0.09,0.0683,0.017,SSB
"100,120,708,000,542",24/03/2023,9,573.51,-330.23,0.09,0.0683,0.017,SSB
"100,120,708,000,543",27/03/2023,9,573.51,-327.83,0.09,0.0683,0.017,SSB
"100,120,708,000,544",28/03/2023,9,686,-391.23,0.09,0.0683,0.017,SSB
"100,120,708,000,545",28/03/2023,9,348,-198.07,0.09,0.0683,0.017,SSB
"100,120,708,000,546",28/03/2023,9,629.76,-359.1,0.09,0.0683,0.017,SSB
"100,120,708,000,547",28/03/2023,9,236.02,-134.61,0.09,0.0683,0.017,SSB
"100,120,708,000,548",28/03/2023,9,236.02,-134.61,0.09,0.0683,0.017,SSB
"100,120,708,000,549",24/03/2023,9,461.01,-265.43,0.09,0.0683,0.017,SSB
"100,120,708,000,550",28/03/2023,9,573.51,-327.04,0.09,0.0683,0.017,SSB
"100,120,708,000,551",27/03/2023,9,348.52,-199.2,0.09,0.0683,0.017,SSB
"100,120,708,000,552",24/03/2023,4,123.52,0,0.09,0.0683,0.017,SSB
"100,120,708,000,553",28/03/2023,9,686,-391.23,0.09,0.0683,0.017,SSB
"100,120,708,000,554",29/03/2023,9,236.02,-134.29,0.09,0.0683,0.017,SSB
"100,120,708,000,555",30/03/2023,9,292.27,-165.86,0.09,0.0683,0.017,SSB
"100,120,708,000,556",28/03/2023,9,686,-391.23,0.09,0.0683,0.017,SSB
"100,120,708,000,557",29/03/2023,9,348.52,-198.26,0.09,0.0683,0.017,SSB
"100,120,708,000,558",30/03/2023,9,573.51,-325.49,0.09,0.0683,0.017,SSB
"100,120,708,000,559",31/03/2023,9,461.01,-259.28,0.09,0.0683,0.017,SSB
"100,120,708,000,560",29/03/2023,9,573.51,-370.75,0.09,0.0683,0.017,SSB
"100,120,708,000,561",30/03/2023,6,236.02,-49.42,0.09,0.0683,0.017,SSB
"100,120,708,000,562",30/03/2023,6,123.52,-24.81,0.09,0.0683,0.017,SSB
"100,120,708,000,563",30/03/2023,9,573.51,-325.49,0.09,0.0683,0.017,SSB
"100,120,708,000,564",30/03/2023,6,236.02,-49.45,0.09,0.0683,0.017,SSB
"100,120,708,000,565",29/03/2023,9,573.51,-326.25,0.09,0.0683,0.017,SSB
"100,120,708,000,566",31/03/2023,9,404.76,-229.15,0.09,0.0683,0.017,SSB
"100,120,708,000,567",30/03/2023,9,967.24,-548.95,0.09,0.0683,0.017,SSB
"100,120,708,000,568",30/03/2023,9,461.01,-261.61,0.09,0.0683,0.017,SSB
"100,120,708,000,569",29/03/2023,9,517.26,-294.28,0.09,0.0683,0.017,SSB
"100,120,708,000,570",30/03/2023,9,348.52,-197.79,0.09,0.0683,0.017,SSB
"100,120,708,000,571",01/04/2023,9,517.26,-292.16,0.09,0.0683,0.017,SSB
"100,120,708,000,572",01/04/2023,9,179.77,-157.98,0.09,0.0683,0.017,SSB
"100,120,708,000,573",20/04/2023,9,179.77,-242.16,0.09,0.0683,0.017,SSB
"100,120,708,000,574",20/04/2023,9,461.01,-323.2,0.09,0.0683,0.017,SSB
"100,120,708,000,575",20/04/2023,9,517.26,-362.65,0.09,0.0683,0.017,SSB
"100,120,708,000,576",20/04/2023,9,123.52,-86.62,0.09,0.0683,0.017,SSB
"100,120,708,000,577",20/04/2023,9,1023.49,-717.55,0.09,0.0683,0.017,SSB
"100,120,708,000,578",20/04/2023,9,348.52,-244.31,0.09,0.0683,0.017,SSB
"100,120,708,000,579",20/04/2023,6,461.01,-183.49,0.09,0.0683,0.017,SSB
"100,120,708,000,580",20/04/2023,6,742.25,-1.47,0.09,0.0683,0.017,SSB
"100,120,708,000,581",20/04/2023,9,573.51,-402.05,0.09,0.0683,0.017,SSB
"100,120,708,000,582",20/04/2023,9,573.51,-402.05,0.09,0.0683,0.017,SSB
"100,120,708,000,583",24/04/2023,6,348.52,-137.76,0.09,0.0683,0.017,SSB
"100,120,708,000,584",25/04/2023,9,292.27,-202.43,0.09,0.0683,0.017,SSB
"100,120,708,000,585",25/04/2023,6,404.76,-159.67,0.09,0.0683,0.017,SSB
"100,120,708,000,586",20/04/2023,9,461.01,-74.44,0.09,0.0683,0.017,SSB
"100,120,708,000,587",25/04/2023,9,686,-475.18,0.09,0.0683,0.017,SSB
"100,120,708,000,588",20/04/2023,9,461.01,-323.2,0.09,0.0683,0.017,SSB
"100,120,708,000,589",20/04/2023,6,404.76,-161.14,0.09,0.0683,0.017,SSB
"100,120,708,000,590",25/04/2023,9,461.01,-319.31,0.09,0.0683,0.017,SSB
"100,120,708,000,591",20/04/2023,2,123.52,1.83,0.09,0.0683,0.017,SSB
"100,120,708,000,592",25/04/2023,9,292.27,-202.43,0.09,0.0683,0.017,SSB
"100,120,708,000,593",20/04/2023,6,461.01,-183.49,0.09,0.0683,0.017,SSB
"100,120,708,000,594",26/04/2023,9,573.51,-396.29,0.09,0.0683,0.017,SSB
"100,120,708,000,595",20/04/2023,9,348.52,-244.31,0.09,0.0683,0.017,SSB
"100,120,708,000,596",26/04/2023,9,686,-474.01,0.09,0.0683,0.017,SSB
"100,120,708,000,597",20/04/2023,9,461.01,-323.2,0.09,0.0683,0.017,SSB
"100,120,708,000,598",26/04/2023,9,461.01,-318.55,0.09,0.0683,0.017,SSB
"100,120,708,000,599",20/04/2023,9,573.51,-402.05,0.09,0.0683,0.017,SSB
"100,120,708,000,600",20/04/2023,9,404.78,-283.77,0.09,0.0683,0.017,SSB
"100,120,708,000,601",20/04/2023,9,292.27,-204.93,0.09,0.0683,0.017,SSB
"100,120,708,000,602",24/04/2023,9,236.02,-163.89,0.09,0.0683,0.017,SSB
"100,120,708,000,603",24/04/2023,9,292.27,-206.06,0.09,0.0683,0.017,SSB
"100,120,708,000,604",27/04/2023,9,578.51,0,0.09,0.0683,0.017,SSB
"100,120,708,000,605",20/04/2023,9,348.52,-244.39,0.09,0.0683,0.017,SSB
"100,120,708,000,606",20/04/2023,9,236.02,-165.46,0.09,0.0683,0.017,SSB
"100,120,708,000,607",20/04/2023,9,123.52,-19.97,0.09,0.0683,0.017,SSB
"100,120,708,000,608",20/04/2023,9,461.01,-323.2,0.09,0.0683,0.017,SSB
"100,120,708,000,609",20/04/2023,9,123.52,-86.62,0.09,0.0683,0.017,SSB
"100,120,708,000,610",20/04/2023,6,292.27,-295.52,0.09,0.0683,0.017,SSB
"100,120,708,000,611",26/04/2023,9,686,-474.01,0.09,0.0683,0.017,SSB
"100,120,708,000,612",20/04/2023,6,179.77,-71.55,0.09,0.0683,0.017,SSB
"100,120,708,000,613",20/04/2023,9,461.01,-323.2,0.09,0.0683,0.017,SSB
"100,120,708,000,614",25/04/2023,6,292.27,-115.17,0.09,0.0683,0.017,SSB
"100,120,708,000,615",20/04/2023,9,573.51,-402.05,0.09,0.0683,0.017,SSB
"100,120,708,000,616",25/04/2023,6,236.02,-93.45,0.09,0.0683,0.017,SSB
"100,120,708,000,617",20/04/2023,9,573.51,-402.05,0.09,0.0683,0.017,SSB
"100,120,708,000,618",26/04/2023,8,573.51,-357.16,0.09,0.0683,0.017,SSB
"100,120,708,000,619",20/04/2023,9,236.02,-165.46,0.09,0.0683,0.017,SSB
"100,120,708,000,620",20/04/2023,9,179.77,-242.16,0.09,0.0683,0.017,SSB
"100,120,708,000,621",24/04/2023,5,292.27,-69.36,0.09,0.0683,0.017,SSB
"100,120,708,000,622",24/04/2023,9,573.51,-398.18,0.09,0.0683,0.017,SSB
